Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature (°C),Season,Household Size
225,Computer,1.42,29.1,Spring,1
276,Computer,0.74,27.6,Fall,2
136,Dishwasher,1.92,12.1,Spring,5
470,Fridge,0.44,-3.0,Spring,2
263,Washing Machine,0.94,20.5,Fall,4
312,Lights,1.43,-6.1,Winter,5
296,Dishwasher,0.68,-5.7,Winter,3
127,Dishwasher,0.73,33.4,Summer,2
175,TV,1.35,9.6,Summer,3
340,Computer,0.53,19.0,Summer,2
422,Computer,0.96,37.3,Summer,2
291,Washing Machine,0.48,8.0,Fall,3
304,Fridge,0.27,14.1,Winter,4
229,Washing Machine,1.08,-7.8,Spring,5
232,Lights,0.78,9.7,Fall,5
492,Washing Machine,1.48,33.8,Fall,4
242,Oven,1.47,-8.0,Fall,2
156,Oven,1.21,9.0,Fall,5
111,Computer,1.85,3.5,Summer,1
197,Fridge,0.25,31.7,Spring,2
170,Computer,0.38,6.2,Winter,3
152,TV,0.67,6.4,Fall,4
254,Computer,1.51,9.4,Fall,3
227,Fridge,0.1,-3.0,Fall,3
210,Dishwasher,1.02,-1.0,Winter,4
454,Heater,3.72,14.0,Spring,3
244,Heater,3.98,29.9,Fall,5
330,Washing Machine,0.98,38.0,Spring,3
100,Dishwasher,0.98,8.0,Spring,5
407,Heater,2.03,27.7,Winter,5
412,Washing Machine,0.99,-7.1,Summer,2
145,Dishwasher,1.12,15.2,Fall,3
79,Heater,4.71,-8.1,Spring,2
371,Heater,3.66,28.8,Fall,1
350,TV,1.21,7.7,Winter,3
265,Washing Machine,0.38,-9.3,Spring,4
415,Microwave,1.45,0.0,Spring,5
47,Washing Machine,1.08,4.9,Winter,5
292,Fridge,0.26,-1.5,Winter,2
329,Heater,4.08,23.8,Winter,2
42,Fridge,0.14,30.6,Winter,3
39,Oven,0.87,15.3,Spring,1
64,Lights,1.4,38.6,Fall,4
1,Washing Machine,1.91,7.5,Winter,5
25,Washing Machine,1.64,-3.2,Summer,3
456,Computer,0.45,-3.8,Winter,3
369,TV,1.69,26.9,Winter,1
373,Fridge,0.48,-1.2,Fall,1
68,Computer,1.32,-5.4,Fall,2
261,Washing Machine,1.65,32.6,Summer,5
73,Air Conditioning,2.93,8.5,Winter,2
403,Lights,0.25,29.8,Fall,2
467,TV,1.17,39.0,Spring,4
336,TV,1.1,10.2,Fall,5
114,Computer,0.36,18.1,Summer,4
362,Dishwasher,0.67,31.5,Fall,1
287,Oven,1.53,-1.7,Fall,4
98,Fridge,0.21,36.1,Spring,5
51,Dishwasher,1.28,32.7,Summer,2
230,Fridge,0.15,-4.4,Fall,1
268,Washing Machine,1.24,10.1,Winter,4
269,Lights,0.32,26.3,Summer,5
288,TV,1.19,14.0,Summer,1
466,Fridge,0.27,18.8,Fall,4
379,Heater,2.47,20.4,Winter,1
400,Washing Machine,1.24,-9.2,Winter,3
200,Air Conditioning,3.76,38.0,Fall,2
335,Microwave,1.96,36.6,Spring,3
192,Dishwasher,1.93,-1.0,Spring,1
187,Microwave,1.33,-3.6,Fall,3
437,Washing Machine,1.49,40.0,Winter,3
462,Air Conditioning,2.53,34.5,Fall,5
101,Fridge,0.36,7.4,Summer,3
437,TV,0.99,34.6,Winter,3
453,Dishwasher,1.64,-8.4,Winter,5
356,Washing Machine,0.28,39.5,Spring,2
483,Microwave,1.9,4.6,Spring,2
156,Dishwasher,1.23,-3.5,Spring,1
458,Lights,1.06,1.8,Spring,2
382,Dishwasher,1.8,5.1,Spring,5
240,Oven,0.84,27.0,Spring,4
337,Heater,3.7,-4.4,Spring,1
76,Oven,0.4,-9.1,Fall,5
315,Heater,2.9,34.3,Fall,4
84,Oven,1.8,19.0,Spring,2
351,Washing Machine,1.66,-0.9,Winter,5
413,Lights,1.92,-1.0,Summer,2
443,Fridge,0.31,-5.5,Summer,3
293,Oven,1.51,24.9,Summer,5
4,Fridge,0.16,38.7,Spring,5
295,TV,1.47,-8.5,Winter,3
183,Oven,0.36,1.2,Spring,3
315,Computer,0.9,27.0,Spring,3
412,Oven,1.98,14.3,Spring,3
434,TV,0.81,4.8,Spring,5
407,Washing Machine,0.31,15.5,Fall,4
296,Oven,1.51,16.1,Fall,3
437,Fridge,0.39,36.9,Spring,3
327,Microwave,0.21,16.5,Winter,5
497,Washing Machine,0.59,26.1,Winter,5
476,Dishwasher,0.27,-0.6,Summer,4
374,Air Conditioning,4.8,-6.7,Spring,5
226,Heater,3.85,4.3,Winter,5
209,Oven,0.92,20.5,Fall,1
143,Air Conditioning,4.83,9.0,Winter,1
457,Lights,1.58,19.8,Winter,3
270,Microwave,1.01,8.2,Winter,5
261,Air Conditioning,2.8,10.7,Summer,3
481,Lights,1.12,31.3,Spring,3
374,Fridge,0.13,13.8,Fall,4
439,Fridge,0.34,38.1,Winter,2
189,TV,0.4,15.9,Fall,5
400,TV,0.9,31.2,Summer,3
277,Microwave,1.66,6.9,Spring,4
288,Microwave,1.0,34.1,Summer,3
239,Air Conditioning,4.98,20.1,Spring,2
89,Heater,4.08,10.2,Summer,3
67,Washing Machine,0.21,32.0,Spring,1
297,Air Conditioning,3.7,5.1,Fall,5
58,Fridge,0.27,-5.5,Fall,1
175,Lights,1.46,30.9,Summer,2
379,Dishwasher,1.84,27.1,Fall,3
124,TV,0.23,6.6,Fall,4
497,Heater,2.55,4.7,Fall,2
407,Microwave,0.26,-4.2,Spring,3
476,Oven,1.59,-4.6,Spring,3
441,Lights,1.72,10.0,Winter,4
303,Lights,1.78,30.8,Winter,2
179,Lights,0.51,37.8,Fall,5
383,Fridge,0.46,7.8,Winter,3
73,Dishwasher,0.36,16.7,Winter,1
60,Fridge,0.26,-3.1,Winter,2
183,Microwave,1.0,24.3,Summer,5
3,Microwave,1.31,30.8,Summer,1
135,Fridge,0.18,7.0,Spring,1
285,Fridge,0.19,11.8,Spring,4
448,Air Conditioning,2.7,36.2,Summer,3
446,TV,1.66,-8.4,Fall,4
360,Microwave,0.74,35.6,Summer,5
498,Lights,1.92,-2.3,Winter,3
167,Heater,2.34,26.5,Spring,3
387,Dishwasher,0.59,7.5,Spring,5
238,Air Conditioning,4.1,33.0,Winter,4
15,Oven,0.75,36.7,Fall,1
199,Washing Machine,0.5,7.3,Summer,2
116,Microwave,1.29,-9.2,Fall,5
210,Microwave,0.47,-6.6,Spring,3
254,Computer,1.77,27.7,Winter,1
467,Lights,1.83,4.5,Winter,2
247,Fridge,0.38,24.4,Spring,1
2,Oven,1.99,19.8,Winter,3
160,Lights,0.51,-2.0,Spring,5
146,Dishwasher,1.12,19.2,Spring,3
190,Air Conditioning,2.91,-9.7,Spring,2
323,TV,1.67,13.8,Summer,4
405,Oven,1.37,28.3,Winter,5
134,Dishwasher,0.72,34.5,Winter,4
253,Computer,1.52,27.6,Fall,4
254,TV,1.09,-8.3,Spring,5
399,Washing Machine,0.57,37.3,Summer,3
394,Oven,0.98,14.2,Winter,1
187,Dishwasher,1.05,30.6,Spring,1
198,Dishwasher,0.61,-3.7,Spring,3
466,Dishwasher,1.14,12.1,Summer,4
286,Air Conditioning,2.56,25.0,Winter,2
392,Computer,1.73,-2.9,Spring,1
252,Dishwasher,0.45,21.8,Summer,2
239,Dishwasher,0.57,-3.1,Spring,5
327,Air Conditioning,3.46,12.6,Fall,1
490,Microwave,0.3,3.5,Fall,2
215,Air Conditioning,2.12,10.8,Fall,1
342,Oven,1.53,14.2,Winter,2
344,Microwave,1.6,17.2,Fall,5
97,TV,1.35,39.4,Summer,1
408,Air Conditioning,2.47,39.2,Spring,5
465,Lights,2.0,30.1,Winter,4
77,Washing Machine,0.42,-0.9,Spring,5
241,Washing Machine,1.08,38.4,Spring,5
70,Heater,2.18,25.2,Summer,2
80,Lights,1.66,29.1,Fall,2
88,Oven,1.5,9.1,Summer,2
314,Heater,2.05,5.3,Winter,1
131,Washing Machine,1.39,13.4,Summer,4
251,Computer,0.77,35.2,Spring,2
31,Lights,0.58,27.8,Summer,2
114,TV,1.65,37.8,Fall,1
495,TV,1.45,-1.1,Spring,5
344,Heater,3.46,30.8,Summer,2
404,Lights,0.34,12.4,Spring,2
322,Washing Machine,1.54,24.3,Spring,1
133,Air Conditioning,3.54,-2.2,Summer,3
212,Dishwasher,1.86,19.2,Spring,2
41,Lights,1.09,31.9,Spring,3
390,Fridge,0.36,-4.9,Winter,2
483,Air Conditioning,2.05,33.7,Fall,3
209,TV,0.46,20.8,Fall,5
483,Dishwasher,1.54,-9.1,Fall,3
471,Heater,4.66,37.4,Summer,1
41,Washing Machine,0.75,17.3,Summer,2
52,Computer,1.41,6.0,Fall,3
323,Computer,0.44,-8.1,Spring,3
155,Heater,2.34,1.8,Spring,1
178,Dishwasher,1.89,26.0,Fall,1
140,Oven,0.95,20.0,Summer,4
64,TV,0.88,18.0,Spring,5
269,TV,1.19,16.2,Fall,1
479,Lights,0.97,5.6,Fall,1
190,Air Conditioning,2.19,0.5,Fall,2
363,Fridge,0.27,-8.2,Fall,1
468,Microwave,1.75,28.3,Summer,2
49,Fridge,0.4,14.0,Summer,4
106,Microwave,0.51,-8.2,Fall,2
142,Washing Machine,1.81,-6.9,Winter,1
172,Washing Machine,1.53,8.4,Winter,3
69,Washing Machine,0.34,35.7,Fall,5
51,Dishwasher,1.84,-7.0,Fall,4
23,Oven,0.79,-2.4,Spring,4
158,Air Conditioning,4.67,27.8,Spring,3
138,Fridge,0.5,24.9,Spring,5
41,Microwave,1.59,7.3,Fall,5
68,Heater,2.36,-5.8,Spring,5
269,Fridge,0.47,11.1,Winter,1
210,Computer,0.85,24.9,Spring,4
473,Microwave,1.74,12.9,Summer,1
238,Dishwasher,1.15,32.4,Summer,2
29,Air Conditioning,4.37,31.4,Winter,5
283,Computer,1.46,-3.1,Spring,1
312,Oven,0.21,13.8,Winter,3
317,Microwave,0.66,-2.3,Summer,2
50,TV,1.81,36.5,Fall,4
38,Oven,1.14,4.9,Summer,3
360,Heater,2.84,10.7,Summer,3
404,Heater,3.55,25.7,Winter,2
464,Dishwasher,0.27,10.6,Fall,5
274,Microwave,0.41,-0.4,Spring,2
132,Oven,0.74,20.2,Winter,4
242,Air Conditioning,4.65,37.3,Summer,4
107,Computer,0.98,16.5,Spring,5
124,Microwave,1.72,29.9,Winter,4
483,Washing Machine,1.85,39.4,Spring,4
412,Dishwasher,0.92,24.6,Fall,5
75,Washing Machine,0.69,28.2,Winter,3
253,Fridge,0.2,6.5,Fall,2
482,Air Conditioning,4.11,0.7,Winter,5
404,Computer,0.57,11.1,Summer,4
459,Microwave,0.37,30.4,Winter,4
313,Computer,0.32,14.7,Spring,1
382,Washing Machine,0.72,5.6,Fall,4
67,Microwave,1.34,17.0,Summer,4
294,Washing Machine,0.5,-7.7,Summer,5
21,Microwave,0.43,-0.5,Spring,5
261,Washing Machine,0.56,-3.4,Summer,5
399,Washing Machine,1.11,13.5,Fall,5
224,Air Conditioning,2.96,37.7,Spring,3
212,Dishwasher,1.3,-7.9,Summer,5
432,Oven,1.16,5.7,Fall,1
47,Microwave,1.43,24.1,Summer,5
25,Fridge,0.34,22.4,Winter,2
454,Dishwasher,1.63,11.4,Fall,4
438,Dishwasher,1.86,9.8,Winter,2
377,Lights,0.35,32.7,Fall,1
114,Lights,1.0,36.3,Summer,5
108,Air Conditioning,2.96,31.1,Spring,5
428,Washing Machine,0.31,-5.3,Summer,3
196,TV,0.66,30.4,Summer,3
236,Lights,0.53,-6.6,Winter,1
480,Washing Machine,1.94,1.5,Summer,3
55,Air Conditioning,2.8,2.5,Summer,3
336,Air Conditioning,3.66,36.0,Spring,1
90,Oven,1.35,20.8,Fall,3
227,Dishwasher,1.41,24.2,Fall,1
442,Microwave,0.49,18.8,Fall,3
231,TV,1.21,18.7,Fall,1
214,Oven,1.78,1.4,Spring,5
321,TV,0.59,-3.5,Spring,5
8,Dishwasher,0.3,35.3,Summer,5
408,Air Conditioning,2.51,8.5,Spring,4
105,Computer,1.15,6.4,Winter,2
419,Microwave,0.63,33.2,Fall,3
23,Lights,1.66,39.8,Summer,3
432,Lights,0.25,35.3,Summer,5
306,Dishwasher,1.21,25.0,Spring,4
471,Computer,0.54,5.5,Winter,4
202,Oven,1.63,5.1,Summer,3
488,Microwave,1.36,0.0,Spring,2
196,Lights,1.91,7.9,Fall,1
224,Microwave,0.86,27.6,Spring,5
311,Oven,0.71,4.2,Fall,4
439,Washing Machine,0.64,36.5,Winter,3
232,Heater,4.06,-8.1,Summer,2
476,Dishwasher,1.17,38.5,Winter,1
251,Heater,3.32,-5.9,Summer,3
396,Washing Machine,0.24,37.1,Summer,3
115,Fridge,0.48,28.3,Fall,5
170,Air Conditioning,4.98,20.2,Winter,3
2,Computer,0.48,2.2,Spring,3
205,Washing Machine,0.3,-8.6,Winter,2
332,Air Conditioning,3.82,18.6,Spring,4
489,Air Conditioning,3.35,37.6,Spring,2
53,Dishwasher,1.98,-2.2,Winter,1
250,Computer,1.89,17.5,Summer,4
201,Microwave,0.21,-4.0,Fall,3
415,Fridge,0.14,-0.5,Summer,2
3,Heater,2.8,29.8,Winter,1
487,Washing Machine,0.44,10.9,Summer,1
142,Fridge,0.39,37.9,Winter,5
188,TV,1.49,8.3,Fall,3
2,Fridge,0.29,26.6,Spring,4
128,Air Conditioning,2.84,13.5,Fall,1
111,Washing Machine,1.34,32.9,Fall,5
492,Washing Machine,1.93,-6.3,Fall,1
281,Microwave,0.45,4.7,Summer,5
194,TV,0.75,9.6,Winter,4
436,Fridge,0.34,25.6,Fall,5
456,Washing Machine,1.55,14.8,Fall,3
45,Computer,0.55,33.4,Summer,3
221,Washing Machine,0.58,17.0,Winter,5
353,Oven,1.53,4.5,Spring,1
455,Heater,4.95,27.6,Summer,3
61,Heater,3.75,31.0,Spring,1
3,Microwave,1.45,3.0,Summer,2
432,TV,1.47,11.8,Winter,2
219,Lights,1.14,28.7,Fall,5
229,Heater,3.28,7.7,Winter,2
379,TV,0.36,31.4,Spring,5
119,Computer,1.59,-1.1,Spring,5
313,Microwave,1.9,18.2,Summer,4
233,TV,1.63,-6.3,Spring,1
60,Oven,1.69,36.0,Fall,4
112,Dishwasher,1.57,8.2,Summer,2
386,Washing Machine,0.9,11.0,Winter,2
437,Heater,2.11,36.6,Winter,2
329,Microwave,1.85,25.3,Summer,3
30,TV,1.72,26.8,Fall,5
255,Lights,1.8,27.5,Winter,5
430,Washing Machine,1.8,-6.9,Summer,3
453,Microwave,0.78,-3.0,Spring,5
259,Lights,0.67,-7.2,Spring,5
125,Washing Machine,1.98,5.0,Summer,2
277,Air Conditioning,2.2,35.9,Summer,1
149,Microwave,1.65,-7.7,Summer,4
329,Dishwasher,1.13,9.7,Winter,3
331,Washing Machine,1.4,25.7,Spring,4
464,Lights,0.34,-6.8,Fall,5
446,Air Conditioning,4.06,-3.7,Spring,5
259,Dishwasher,1.83,18.5,Summer,2
64,Washing Machine,0.82,20.0,Spring,5
442,Lights,0.58,32.6,Spring,4
321,Microwave,0.32,36.7,Spring,1
230,Washing Machine,0.38,19.0,Summer,5
126,Washing Machine,0.3,5.5,Spring,2
365,TV,0.82,-6.9,Fall,1
321,Dishwasher,0.85,32.6,Winter,2
95,Computer,1.07,24.7,Winter,1
455,Oven,1.49,1.0,Spring,4
426,Oven,1.49,7.6,Fall,4
11,Air Conditioning,3.52,-7.5,Spring,4
52,Heater,2.71,11.0,Winter,4
155,Washing Machine,0.97,-5.1,Winter,2
23,Air Conditioning,4.17,24.0,Summer,1
241,Lights,1.92,9.2,Spring,2
230,Lights,1.17,14.2,Fall,4
266,Oven,0.85,37.8,Fall,3
38,Fridge,0.48,19.9,Fall,5
473,Oven,1.62,24.7,Winter,3
4,Washing Machine,0.33,19.5,Winter,2
345,Oven,1.47,15.5,Fall,4
285,Computer,1.36,35.8,Winter,1
183,Microwave,0.29,21.9,Summer,1
117,Lights,0.27,18.6,Winter,5
496,Heater,2.55,38.1,Summer,5
428,Air Conditioning,4.41,-1.5,Fall,2
89,Lights,1.32,33.7,Winter,3
435,Lights,1.74,30.4,Spring,3
354,Oven,0.94,-3.4,Fall,1
224,TV,0.6,38.2,Fall,1
460,Lights,0.42,20.6,Fall,3
462,TV,1.46,22.9,Spring,3
470,Microwave,0.92,16.2,Fall,5
466,Washing Machine,0.97,13.7,Summer,4
478,Fridge,0.36,20.7,Spring,5
451,Washing Machine,0.64,38.6,Spring,3
59,TV,1.85,-0.9,Spring,3
130,TV,1.5,32.9,Spring,3
211,Heater,4.02,3.5,Spring,5
104,Air Conditioning,4.72,11.1,Winter,4
241,TV,1.93,35.0,Summer,5
189,Computer,0.7,38.9,Fall,2
79,Fridge,0.46,-0.7,Spring,2
198,Oven,1.36,37.8,Summer,4
317,Lights,1.9,8.4,Summer,3
170,Heater,4.51,3.5,Fall,1
292,Dishwasher,1.35,-6.4,Summer,5
3,Heater,4.93,-5.5,Summer,1
79,Heater,4.4,34.4,Fall,3
334,Air Conditioning,4.4,20.1,Winter,3
289,Fridge,0.13,5.3,Fall,5
121,Computer,1.33,9.4,Fall,3
453,TV,0.92,16.3,Winter,3
444,TV,1.07,8.1,Fall,2
8,Computer,0.81,2.8,Spring,5
218,Computer,1.43,-3.5,Fall,1
358,Air Conditioning,4.08,-9.3,Fall,3
55,Air Conditioning,2.12,38.4,Winter,5
91,Air Conditioning,2.32,-2.8,Fall,1
360,Heater,3.7,32.9,Fall,1
402,Lights,1.36,2.6,Fall,2
370,Air Conditioning,4.12,2.8,Winter,3
354,Washing Machine,1.1,35.3,Spring,2
222,TV,1.25,11.8,Spring,4
65,Computer,1.24,-4.7,Summer,2
368,Microwave,1.19,4.2,Summer,5
28,TV,0.98,10.7,Fall,3
182,Air Conditioning,4.75,7.6,Winter,2
293,TV,1.98,36.5,Winter,5
4,Oven,0.31,18.3,Summer,2
478,Oven,0.85,5.0,Winter,1
150,Dishwasher,1.35,9.9,Summer,5
358,TV,0.76,4.3,Fall,2
8,Washing Machine,0.46,-6.7,Winter,5
46,Lights,1.35,15.5,Spring,3
443,Heater,3.83,23.8,Summer,1
147,TV,1.51,0.6,Fall,2
268,Fridge,0.35,2.4,Spring,1
382,Dishwasher,0.71,13.6,Fall,5
20,Dishwasher,1.69,-3.4,Fall,4
149,Dishwasher,0.78,-2.0,Spring,1
71,Oven,0.72,21.8,Spring,2
191,Air Conditioning,3.32,-3.8,Fall,5
256,Oven,1.94,23.0,Spring,1
475,Fridge,0.13,27.3,Fall,2
357,TV,1.88,2.3,Fall,4
320,Dishwasher,0.32,-10.0,Summer,3
76,Air Conditioning,2.63,34.8,Fall,3
188,Oven,0.39,7.3,Winter,3
150,Air Conditioning,3.4,37.4,Fall,1
91,Microwave,1.24,29.5,Spring,4
303,Oven,0.64,35.7,Spring,2
78,Computer,0.53,11.6,Spring,3
369,Heater,2.83,3.4,Spring,1
352,Lights,0.41,1.6,Fall,3
317,Washing Machine,1.37,10.0,Spring,3
440,Heater,2.59,-6.7,Winter,5
277,TV,1.87,-8.3,Summer,3
131,Heater,3.76,34.3,Fall,4
356,Microwave,0.83,32.8,Winter,1
9,Air Conditioning,3.0,3.5,Winter,4
249,Heater,2.9,-5.1,Summer,3
215,Heater,2.65,19.5,Summer,5
361,Air Conditioning,2.37,20.2,Spring,4
227,TV,1.86,26.0,Winter,4
116,Washing Machine,1.75,32.0,Spring,1
141,Lights,0.59,6.2,Spring,4
462,TV,1.24,-6.9,Summer,1
474,Dishwasher,1.37,10.5,Spring,3
355,Fridge,0.33,17.1,Spring,4
439,TV,1.11,20.8,Spring,5
392,Air Conditioning,2.01,27.0,Spring,1
153,Heater,3.7,33.2,Summer,4
378,Microwave,0.58,4.0,Summer,5
84,Dishwasher,0.3,-1.7,Fall,3
411,Computer,1.1,24.7,Summer,1
37,Lights,1.12,10.1,Spring,2
272,Lights,0.7,26.3,Spring,1
270,Oven,0.36,9.6,Spring,2
213,Washing Machine,0.8,1.9,Spring,4
169,TV,1.97,31.3,Fall,3
215,Oven,1.06,-1.8,Fall,4
286,Microwave,0.29,35.8,Fall,2
329,Air Conditioning,2.44,15.4,Spring,2
500,Heater,3.46,1.4,Spring,2
103,Dishwasher,0.49,32.5,Winter,4
203,Computer,1.53,34.8,Winter,5
52,Washing Machine,0.35,7.5,Winter,1
421,Microwave,0.69,21.7,Spring,1
86,TV,1.94,35.9,Spring,5
161,Oven,0.54,16.8,Winter,2
176,Air Conditioning,2.13,30.3,Summer,5
344,Fridge,0.28,35.6,Winter,3
479,Lights,0.95,8.4,Fall,2
14,Air Conditioning,2.23,33.1,Winter,2
27,Microwave,1.51,32.3,Spring,2
162,Computer,1.04,-6.2,Summer,5
175,Lights,1.6,-5.9,Summer,2
341,Air Conditioning,3.88,4.9,Winter,2
290,Lights,1.74,10.1,Summer,3
497,TV,0.61,14.0,Fall,4
276,Fridge,0.32,38.4,Spring,2
257,Oven,0.68,38.4,Winter,1
482,Lights,0.58,20.8,Spring,5
48,Heater,2.09,27.5,Fall,4
332,TV,0.36,38.0,Fall,4
364,Oven,1.97,-1.1,Spring,5
124,Washing Machine,0.96,0.6,Summer,4
298,Lights,0.95,-2.0,Winter,2
311,Heater,2.76,-5.9,Fall,5
365,Dishwasher,1.05,-0.7,Winter,2
34,Heater,2.58,-4.3,Fall,3
375,Microwave,0.57,33.6,Spring,1
384,Dishwasher,1.88,22.2,Fall,1
22,Washing Machine,0.84,22.5,Fall,2
392,Dishwasher,1.99,10.4,Fall,1
123,Dishwasher,0.51,-0.1,Fall,3
493,Heater,4.53,33.1,Fall,4
414,Washing Machine,1.61,22.4,Summer,5
212,Heater,3.37,31.4,Winter,1
68,Washing Machine,1.48,39.1,Winter,3
427,Fridge,0.31,18.1,Summer,1
500,Heater,2.01,15.0,Winter,5
328,Microwave,1.12,39.9,Spring,4
84,Washing Machine,1.23,11.7,Fall,4
165,Heater,3.3,3.1,Fall,3
269,Lights,1.75,1.0,Fall,1
471,Fridge,0.25,37.9,Winter,1
91,Fridge,0.4,32.7,Summer,2
405,Fridge,0.22,30.8,Summer,1
434,Computer,0.87,33.2,Spring,5
228,TV,0.99,0.1,Fall,5
87,Lights,1.49,8.0,Winter,5
327,Fridge,0.26,30.1,Spring,5
399,Heater,3.12,37.2,Fall,1
12,Lights,0.22,10.9,Spring,2
84,Lights,1.97,3.3,Winter,5
211,Heater,2.24,22.3,Winter,4
426,Oven,0.73,8.2,Winter,4
467,Fridge,0.2,-9.0,Spring,4
23,Microwave,0.98,10.1,Spring,2
176,Computer,0.82,14.8,Winter,5
237,Lights,1.29,10.7,Summer,5
91,Heater,3.27,22.1,Spring,5
312,Lights,1.6,34.9,Fall,5
490,Heater,4.38,-8.0,Winter,5
461,Computer,0.85,14.9,Fall,3
498,Washing Machine,0.25,35.9,Winter,2
77,Oven,1.37,36.2,Winter,2
469,Oven,1.96,25.3,Summer,4
355,Microwave,0.53,29.8,Summer,3
95,Fridge,0.45,21.6,Spring,1
59,Computer,1.21,-9.2,Winter,2
419,Lights,0.73,20.1,Spring,4
61,Dishwasher,1.93,36.4,Summer,2
141,Washing Machine,1.45,7.4,Summer,4
118,TV,1.16,36.1,Summer,1
194,Microwave,0.57,8.1,Summer,1
261,Heater,2.45,33.5,Fall,1
375,Microwave,1.02,28.2,Spring,1
339,Heater,2.98,22.0,Winter,1
52,Computer,0.51,0.0,Fall,5
203,Computer,1.2,-1.9,Fall,3
250,TV,1.29,15.4,Fall,1
134,Washing Machine,0.76,20.9,Winter,1
486,Dishwasher,0.27,31.8,Spring,3
106,Lights,1.29,12.3,Winter,2
393,Heater,5.0,18.1,Fall,4
222,Computer,0.83,28.0,Summer,5
162,Computer,0.54,30.1,Winter,3
487,Air Conditioning,4.6,-7.7,Spring,2
393,Dishwasher,0.22,11.0,Fall,1
175,Fridge,0.17,20.2,Fall,3
478,Lights,1.75,29.5,Fall,4
41,TV,0.27,26.7,Winter,3
245,Washing Machine,1.5,11.3,Summer,4
29,Microwave,1.72,25.5,Winter,5
65,Washing Machine,0.32,22.8,Summer,2
147,Heater,2.78,-1.2,Fall,1
490,Lights,1.12,-2.2,Spring,5
373,Heater,4.09,20.3,Fall,1
181,Dishwasher,1.43,29.3,Fall,2
422,Dishwasher,1.15,26.7,Spring,2
227,Dishwasher,1.22,34.6,Winter,4
99,Washing Machine,1.34,2.3,Summer,5
135,Dishwasher,0.71,2.8,Spring,2
128,TV,0.71,-1.9,Spring,1
60,Dishwasher,1.13,38.9,Spring,2
303,Microwave,1.25,22.7,Winter,5
440,Oven,1.66,-2.7,Spring,2
227,Air Conditioning,3.96,29.8,Winter,1
325,TV,0.54,0.1,Spring,5
71,Computer,1.75,16.2,Summer,3
80,Oven,0.41,22.8,Winter,4
119,Fridge,0.18,19.1,Summer,4
148,Air Conditioning,3.89,11.2,Summer,4
296,Fridge,0.32,33.4,Spring,1
374,Lights,1.2,36.7,Summer,4
74,Heater,3.9,-2.9,Fall,5
341,Fridge,0.13,4.0,Winter,1
397,TV,1.36,-6.2,Spring,1
485,Computer,0.98,32.0,Spring,1
430,Fridge,0.26,-2.5,Winter,3
411,TV,1.11,5.0,Summer,5
356,Oven,0.59,15.4,Spring,3
409,Computer,1.96,0.0,Fall,5
140,Dishwasher,1.19,8.9,Winter,1
74,TV,1.69,-5.8,Spring,4
127,Fridge,0.49,0.7,Spring,4
274,Heater,4.37,26.7,Summer,5
490,Washing Machine,0.95,35.1,Spring,5
274,Washing Machine,1.22,38.2,Summer,4
312,Dishwasher,1.62,26.8,Fall,4
97,Microwave,0.31,-0.7,Winter,3
299,TV,0.24,11.6,Fall,1
309,Oven,0.62,0.1,Spring,3
493,Oven,0.44,-3.6,Fall,2
101,Dishwasher,0.85,37.0,Summer,3
395,Fridge,0.22,34.5,Fall,1
288,Oven,0.26,1.9,Winter,5
176,Air Conditioning,2.49,-3.4,Spring,4
332,Dishwasher,0.98,-2.4,Summer,1
219,Heater,4.14,27.1,Spring,5
421,Fridge,0.4,27.6,Summer,3
38,Fridge,0.27,33.3,Spring,1
195,Computer,1.83,-3.7,Fall,4
359,Dishwasher,0.93,17.7,Winter,4
442,Washing Machine,0.58,22.5,Summer,4
102,Dishwasher,1.31,17.4,Spring,3
481,Washing Machine,1.79,10.2,Spring,4
111,Oven,0.2,0.1,Winter,4
23,Lights,0.2,29.9,Summer,2
64,Dishwasher,1.49,9.6,Fall,3
473,Microwave,1.11,9.1,Summer,2
359,Computer,1.61,21.6,Summer,1
201,Microwave,0.8,30.5,Summer,2
378,Oven,1.7,7.7,Summer,2
247,Oven,1.74,40.0,Fall,1
338,Oven,0.85,-1.3,Winter,3
279,Microwave,0.82,18.7,Winter,4
355,Washing Machine,1.62,-8.8,Winter,2
45,TV,0.51,25.1,Fall,1
478,Fridge,0.4,6.7,Summer,2
436,Fridge,0.41,-4.4,Fall,2
146,Oven,1.36,-1.6,Spring,3
410,Lights,1.21,37.8,Winter,3
346,Oven,0.63,1.2,Fall,3
223,Fridge,0.38,31.1,Fall,5
21,Lights,0.9,26.7,Fall,1
336,Washing Machine,0.87,-4.4,Summer,4
411,Lights,1.75,-8.3,Winter,4
38,Computer,0.23,39.3,Summer,4
474,Microwave,0.87,2.1,Fall,4
73,Fridge,0.1,32.0,Winter,3
359,Oven,0.74,2.7,Summer,4
477,Washing Machine,0.33,15.8,Spring,4
198,Dishwasher,0.76,-5.5,Summer,5
461,Lights,0.31,-2.5,Winter,5
283,TV,1.07,31.6,Fall,4
111,Fridge,0.17,-8.4,Spring,5
306,Microwave,1.48,1.2,Winter,4
335,Lights,1.5,-8.1,Summer,1
128,Fridge,0.35,-5.4,Fall,2
120,TV,0.36,35.0,Spring,2
222,Heater,3.14,30.0,Summer,1
263,Microwave,1.01,-9.9,Spring,4
301,Fridge,0.26,10.1,Summer,4
