timestamp,Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature (°C),Season,Household Size
2023-04-12 15:49:00,178,Oven,1.08,23.3,Spring,4
2023-08-20 22:02:00,461,Computer,1.71,11.0,Summer,2
2023-04-30 03:44:00,390,Computer,1.14,20.0,Spring,2
2023-02-21 00:36:00,194,Fridge,0.42,-0.5,Winter,4
2023-11-06 12:39:00,306,Lights,1.29,12.4,Fall,5
2023-06-11 17:35:00,45,Air Conditioning,2.96,10.7,Spring,4
2023-02-28 19:55:00,234,Fridge,0.18,28.6,Winter,4
2023-12-25 04:16:00,14,TV,0.64,3.4,Fall,1
2023-10-14 20:06:00,409,TV,1.87,19.7,Fall,3
2023-08-05 00:42:00,269,Oven,0.85,28.5,Summer,2
2023-05-10 00:03:00,49,Fridge,0.28,15.3,Spring,2
2023-02-09 16:34:00,174,Fridge,0.13,28.7,Winter,4
2023-11-16 09:24:00,335,Dishwasher,1.46,39.9,Fall,2
2023-09-10 14:13:00,198,Lights,1.84,20.2,Summer,4
2023-08-19 22:34:00,425,Oven,1.36,-5.0,Summer,3
2023-04-05 00:17:00,304,Computer,0.33,34.6,Spring,3
2023-11-27 19:11:00,292,Oven,0.68,-6.9,Fall,1
2023-04-04 21:41:00,493,Microwave,1.11,-9.0,Spring,3
2023-05-11 22:06:00,236,Air Conditioning,2.88,35.6,Spring,5
2023-10-16 15:11:00,93,Computer,1.14,20.7,Fall,3
2023-08-29 01:50:00,240,Air Conditioning,3.69,32.2,Summer,3
2023-07-07 07:36:00,72,TV,0.54,10.2,Summer,2
2023-07-31 15:59:00,41,Air Conditioning,4.85,1.1,Summer,4
2023-02-18 22:22:00,143,Microwave,1.67,31.9,Winter,1
2023-09-13 02:08:00,66,Dishwasher,1.65,4.4,Summer,4
2024-01-01 10:15:00,469,Microwave,1.69,3.9,Winter,1
2023-12-10 19:31:00,113,Dishwasher,1.1,6.3,Fall,4
2023-04-24 06:11:00,275,Dishwasher,0.51,17.1,Spring,1
2023-06-23 23:01:00,250,Lights,0.8,34.8,Spring,1
2023-10-22 08:04:00,181,Heater,4.05,-1.4,Fall,1
2023-04-07 01:29:00,171,Heater,4.89,11.9,Spring,4
2023-04-01 14:14:00,388,TV,0.61,-3.0,Spring,5
2023-12-10 00:47:00,485,Fridge,0.42,23.5,Fall,4
2023-06-07 13:30:00,379,TV,1.87,5.8,Spring,4
2023-09-04 06:53:00,329,Air Conditioning,2.36,18.8,Summer,3
2023-10-23 10:35:00,61,Dishwasher,1.9,12.9,Fall,1
2023-09-05 09:48:00,7,Fridge,0.47,-0.9,Summer,1
2023-09-14 08:56:00,145,Dishwasher,1.88,28.3,Summer,3
2023-04-17 08:23:00,238,Oven,1.13,16.6,Spring,5
2023-06-22 13:18:00,33,Microwave,1.23,28.5,Spring,1
2023-10-07 01:40:00,7,Computer,0.41,30.5,Fall,1
2023-11-16 23:59:00,35,Air Conditioning,3.04,2.1,Fall,5
2023-02-22 13:08:00,150,Dishwasher,1.51,37.1,Winter,4
2023-04-20 19:42:00,294,Washing Machine,1.54,2.7,Spring,5
2023-06-22 18:46:00,378,TV,1.2,32.2,Spring,1
2023-04-29 23:10:00,481,Heater,4.69,3.9,Spring,4
2023-04-26 13:56:00,349,Oven,0.79,17.3,Spring,3
2023-06-22 01:10:00,458,TV,0.27,12.2,Spring,2
2023-08-09 02:58:00,158,Heater,4.09,38.0,Summer,1
2023-12-12 03:49:00,228,Lights,0.59,8.2,Fall,2
2023-11-12 06:36:00,95,Lights,1.04,7.2,Fall,5
2023-07-30 04:49:00,201,Washing Machine,0.32,30.1,Summer,2
2023-08-08 09:58:00,350,Washing Machine,1.87,32.8,Summer,3
2023-02-09 05:14:00,294,Air Conditioning,3.1,28.4,Winter,4
2023-06-03 15:26:00,266,Computer,0.52,-0.2,Spring,5
2023-11-01 06:18:00,281,Computer,1.09,22.0,Fall,2
2023-11-29 21:59:00,350,Fridge,0.15,30.9,Fall,5
2023-05-28 08:28:00,301,Dishwasher,1.49,-5.6,Spring,3
2023-05-07 01:28:00,56,Dishwasher,1.82,-4.8,Spring,4
2023-05-23 06:01:00,68,Air Conditioning,2.69,29.3,Spring,3
2023-05-03 10:59:00,130,Dishwasher,1.68,29.9,Spring,3
2023-09-02 16:21:00,454,Microwave,1.21,18.0,Summer,2
2023-10-10 05:14:00,477,TV,1.01,13.4,Fall,3
2023-05-05 16:12:00,424,Air Conditioning,3.29,-3.8,Spring,2
2023-04-18 01:17:00,384,Heater,2.56,38.6,Spring,3
2023-04-22 22:09:00,337,Washing Machine,0.86,22.2,Spring,1
2023-06-09 00:37:00,373,Dishwasher,0.93,28.0,Spring,4
2023-07-10 21:54:00,335,Computer,0.81,28.3,Summer,3
2023-03-21 09:07:00,284,Microwave,1.18,28.2,Winter,2
2023-12-09 09:54:00,399,TV,1.81,30.9,Fall,2
2023-07-11 01:08:00,428,Dishwasher,1.8,18.9,Summer,3
2023-05-31 13:39:00,238,Microwave,1.24,-6.5,Spring,3
2023-04-26 15:59:00,498,Fridge,0.46,20.1,Spring,5
2023-07-26 00:37:00,468,Heater,3.64,16.5,Summer,4
2023-04-02 14:58:00,4,Heater,2.61,-4.2,Spring,3
2023-03-24 13:24:00,356,Heater,4.52,-7.8,Winter,1
2023-06-18 05:00:00,330,Dishwasher,1.72,19.6,Spring,4
2023-04-18 16:46:00,81,Dishwasher,1.24,18.6,Spring,1
2023-02-18 12:47:00,329,Washing Machine,0.37,18.4,Winter,5
2023-09-02 21:54:00,17,Oven,1.96,17.1,Summer,3
2023-07-10 15:40:00,406,Fridge,0.24,7.1,Summer,4
2023-01-08 02:12:00,413,Washing Machine,1.75,15.8,Winter,3
2023-03-23 14:06:00,17,Air Conditioning,4.13,15.0,Winter,3
2023-10-23 05:29:00,263,Microwave,0.55,7.7,Fall,5
2023-11-11 15:46:00,278,Lights,0.58,29.4,Fall,4
2023-01-08 11:45:00,230,Oven,1.41,28.4,Winter,1
2023-07-29 13:54:00,437,Lights,1.89,27.7,Summer,1
2023-04-10 10:59:00,255,TV,0.21,-1.3,Spring,4
2023-02-18 22:38:00,341,Dishwasher,0.89,36.7,Winter,2
2023-05-11 12:56:00,100,Dishwasher,1.97,19.5,Spring,3
2023-09-17 00:58:00,40,Lights,0.65,-0.5,Summer,4
2023-07-29 00:43:00,155,Dishwasher,0.76,2.9,Summer,3
2023-03-08 02:07:00,161,Dishwasher,0.43,20.1,Winter,3
2023-09-03 10:20:00,311,Computer,1.36,26.1,Summer,3
2023-06-01 01:17:00,88,Fridge,0.43,-4.6,Spring,2
2023-07-21 02:00:00,108,Computer,1.75,-8.2,Summer,5
2023-04-26 14:31:00,166,Air Conditioning,2.05,4.6,Spring,3
2023-05-25 08:40:00,102,Air Conditioning,4.56,25.6,Spring,1
2023-04-26 20:20:00,55,Heater,4.58,3.6,Spring,1
2023-05-25 11:52:00,88,Heater,4.04,27.7,Spring,5
2023-11-02 09:01:00,486,TV,1.76,11.4,Fall,3
2023-10-16 06:00:00,247,Air Conditioning,3.59,16.8,Fall,1
2023-04-19 19:28:00,225,Lights,1.69,33.8,Spring,1
2023-06-28 14:11:00,388,Washing Machine,1.31,7.2,Spring,4
2023-07-17 09:53:00,149,Fridge,0.45,36.4,Summer,5
2023-03-23 22:58:00,185,Microwave,1.07,17.3,Winter,4
2023-01-06 05:19:00,71,Dishwasher,1.06,34.0,Winter,5
2023-03-13 00:31:00,407,Fridge,0.48,19.8,Winter,3
2023-07-17 23:55:00,313,Washing Machine,1.58,34.1,Summer,2
2023-09-10 20:50:00,292,Air Conditioning,3.98,5.9,Summer,3
2023-09-20 19:51:00,322,Microwave,1.49,27.9,Summer,1
2023-10-08 16:17:00,27,Air Conditioning,4.53,33.2,Fall,2
2023-06-21 22:00:00,287,Oven,0.61,31.7,Spring,3
2023-09-02 06:18:00,327,Fridge,0.27,32.7,Summer,5
2023-09-20 22:12:00,187,Air Conditioning,2.17,2.7,Summer,3
2023-02-04 02:14:00,261,Oven,0.32,16.8,Winter,2
2023-06-10 06:18:00,335,Dishwasher,0.98,-4.1,Spring,5
2023-01-10 21:52:00,372,Dishwasher,1.41,13.1,Winter,5
2023-07-24 16:37:00,28,Microwave,0.99,7.5,Summer,1
2023-05-05 05:35:00,28,Computer,1.01,-7.6,Spring,4
2023-12-05 09:51:00,126,Microwave,0.22,19.6,Fall,1
2023-01-04 17:42:00,239,Heater,4.42,7.2,Winter,5
2023-11-25 08:42:00,314,Lights,1.16,32.7,Fall,5
2023-05-23 06:42:00,347,Computer,1.4,34.0,Spring,2
2023-12-27 06:54:00,256,Fridge,0.15,24.6,Fall,2
2023-02-13 06:07:00,411,Computer,1.43,-9.7,Winter,3
2023-01-14 19:25:00,334,Fridge,0.12,35.3,Winter,4
2023-04-03 21:10:00,51,Heater,4.46,16.4,Spring,4
2023-07-13 23:52:00,140,Oven,0.85,-2.1,Summer,3
2023-07-29 13:44:00,310,Dishwasher,0.58,6.8,Summer,5
2023-06-12 10:24:00,312,Oven,0.51,11.2,Spring,5
2023-06-28 11:36:00,20,Fridge,0.16,38.4,Spring,5
2023-08-28 15:24:00,32,Fridge,0.1,28.1,Summer,1
2023-11-26 21:39:00,479,Dishwasher,1.85,26.5,Fall,3
2023-02-02 10:08:00,453,Lights,1.39,29.5,Winter,3
2023-08-28 14:24:00,415,Fridge,0.5,-2.4,Summer,2
2023-01-30 13:36:00,181,Washing Machine,1.92,0.5,Winter,2
2023-02-26 04:35:00,469,Washing Machine,0.61,37.5,Winter,3
2023-03-09 06:36:00,141,Fridge,0.36,30.3,Winter,1
2023-05-26 03:55:00,255,Dishwasher,1.46,2.1,Spring,3
2023-05-05 01:06:00,71,Washing Machine,1.24,25.4,Spring,5
2023-01-19 04:47:00,364,Fridge,0.46,24.4,Winter,3
2023-01-20 16:50:00,87,TV,1.7,27.3,Winter,4
2023-06-01 09:17:00,422,Oven,1.11,-4.9,Spring,4
2023-07-18 23:54:00,236,TV,1.94,-0.9,Summer,1
2023-06-26 06:52:00,180,Fridge,0.49,16.7,Spring,2
2023-10-21 14:25:00,447,Oven,1.49,22.0,Fall,4
2023-08-01 07:36:00,56,Lights,1.87,10.4,Summer,2
2023-05-09 18:39:00,316,Computer,0.96,36.5,Spring,4
2023-04-08 02:26:00,233,Oven,1.21,19.5,Spring,1
2023-09-05 07:08:00,258,Microwave,1.09,27.6,Summer,1
2023-05-12 01:57:00,269,Washing Machine,1.16,37.5,Spring,1
2023-12-02 19:02:00,76,Microwave,0.32,0.6,Fall,5
2023-11-15 15:08:00,74,Heater,4.43,-6.6,Fall,3
2023-11-24 13:15:00,179,Air Conditioning,3.56,4.4,Fall,3
2023-02-21 13:06:00,219,Lights,0.97,36.3,Winter,1
2023-08-04 16:36:00,146,Fridge,0.34,-5.3,Summer,1
2023-08-21 19:16:00,335,Washing Machine,1.86,30.0,Summer,5
2023-01-24 07:41:00,29,Oven,1.18,18.8,Winter,2
2023-05-24 03:13:00,297,Computer,0.85,19.0,Spring,5
2023-04-04 06:52:00,59,Computer,1.85,0.6,Spring,5
2023-02-07 01:48:00,144,Computer,0.35,29.5,Winter,5
2023-05-24 11:06:00,130,Microwave,1.23,33.3,Spring,5
2023-06-26 17:34:00,284,TV,0.28,7.4,Spring,1
2023-10-20 05:04:00,351,Washing Machine,1.18,9.1,Fall,2
2023-06-15 04:12:00,104,Computer,1.52,-0.2,Spring,1
2023-04-20 04:43:00,36,Computer,0.96,25.2,Spring,2
2023-09-29 07:26:00,303,Air Conditioning,2.66,21.1,Summer,5
2023-11-28 03:25:00,287,Air Conditioning,3.77,0.2,Fall,3
2023-09-12 21:44:00,468,Dishwasher,1.01,25.5,Summer,3
2023-02-10 03:29:00,9,Microwave,0.52,3.6,Winter,5
2023-06-03 05:26:00,195,Washing Machine,1.2,27.3,Spring,4
2023-05-12 21:49:00,397,TV,1.23,-5.0,Spring,4
2023-09-13 00:29:00,368,Computer,1.51,-9.0,Summer,1
2023-03-05 16:14:00,154,Lights,1.06,33.4,Winter,5
2023-10-26 21:27:00,386,Air Conditioning,3.0,39.7,Fall,4
2023-10-21 19:09:00,65,Computer,1.59,33.3,Fall,5
2023-01-09 02:20:00,289,Heater,3.4,-6.8,Winter,5
2023-05-24 15:46:00,89,Washing Machine,1.2,39.9,Spring,2
2023-03-16 08:47:00,179,Computer,0.49,32.2,Winter,4
2023-12-31 10:41:00,92,Computer,0.2,15.1,Fall,3
2023-01-17 04:04:00,301,Microwave,1.83,26.4,Winter,3
2023-12-11 23:11:00,364,Microwave,0.23,11.1,Fall,3
2023-11-28 00:32:00,493,Air Conditioning,2.74,33.2,Fall,3
2023-05-18 18:35:00,341,Washing Machine,1.04,-9.1,Spring,2
2023-09-11 07:24:00,237,Computer,1.24,6.5,Summer,3
2023-04-17 11:56:00,271,Oven,0.67,-2.8,Spring,3
2023-09-19 05:50:00,120,Fridge,0.14,37.5,Summer,4
2023-03-31 05:14:00,352,Heater,4.06,22.5,Winter,3
2023-10-14 16:16:00,19,TV,1.31,-5.9,Fall,1
2023-01-31 13:58:00,8,TV,0.52,31.9,Winter,3
2023-05-06 14:59:00,267,Dishwasher,1.71,26.2,Spring,2
2023-12-05 06:31:00,204,Dishwasher,1.06,4.7,Fall,2
2023-02-01 10:37:00,116,Washing Machine,0.5,3.0,Winter,3
2023-11-28 09:44:00,364,Microwave,1.67,39.9,Fall,5
2023-03-20 02:40:00,193,Fridge,0.47,12.9,Winter,1
2023-09-16 21:53:00,171,Air Conditioning,2.14,1.5,Summer,4
2023-03-06 22:33:00,14,TV,1.96,22.6,Winter,3
2023-04-26 16:27:00,337,Dishwasher,1.43,5.1,Spring,1
2023-09-25 04:18:00,315,Dishwasher,0.43,26.6,Summer,5
2023-11-02 03:15:00,482,TV,1.27,27.0,Fall,3
2023-06-14 15:56:00,465,Dishwasher,0.26,5.6,Spring,4
2023-08-25 00:53:00,308,Microwave,1.48,-5.9,Summer,1
2023-02-07 01:18:00,174,Lights,1.8,1.2,Winter,1
2023-06-15 10:00:00,419,Air Conditioning,4.93,3.9,Spring,5
2023-03-29 08:47:00,238,Fridge,0.14,3.0,Winter,3
2023-01-29 09:57:00,35,Microwave,0.57,1.2,Winter,1
2023-08-28 06:23:00,335,Dishwasher,1.85,-1.3,Summer,2
2023-08-13 20:01:00,371,Heater,4.36,-5.8,Summer,3
2023-05-28 02:55:00,464,Fridge,0.47,21.6,Spring,5
2023-01-09 01:02:00,176,TV,1.65,-0.7,Winter,2
2023-01-24 11:17:00,217,Computer,1.69,5.3,Winter,1
2023-01-23 23:46:00,174,Air Conditioning,2.42,23.8,Winter,4
2023-08-30 21:24:00,452,Fridge,0.2,25.8,Summer,3
2023-06-17 22:08:00,262,Heater,3.04,-6.4,Spring,1
2023-05-09 17:04:00,327,Heater,4.53,28.9,Spring,4
2023-05-13 05:19:00,363,Computer,0.25,24.7,Spring,5
2023-01-13 21:05:00,261,Microwave,1.27,17.0,Winter,4
2023-10-17 23:34:00,244,Air Conditioning,2.92,-4.6,Fall,3
2023-11-21 09:03:00,235,Computer,1.49,20.1,Fall,1
2023-06-07 20:31:00,374,Lights,1.05,13.8,Spring,5
2023-07-25 20:11:00,74,TV,1.79,23.5,Summer,2
2023-02-13 08:33:00,199,Dishwasher,1.47,-7.2,Winter,2
2023-02-11 02:49:00,360,Computer,1.82,36.0,Winter,5
2023-09-14 04:23:00,249,Computer,0.48,23.2,Summer,3
2023-08-04 11:44:00,262,Washing Machine,1.91,36.5,Summer,2
2023-08-16 10:08:00,292,Washing Machine,1.7,-9.4,Summer,4
2023-07-31 20:19:00,350,TV,1.89,39.4,Summer,3
2023-10-14 07:39:00,57,Lights,1.26,4.1,Fall,4
2023-10-23 04:35:00,86,Oven,1.05,19.6,Fall,2
2023-02-17 21:24:00,139,Dishwasher,0.45,35.6,Winter,2
2023-06-08 21:15:00,187,Microwave,0.94,7.4,Spring,1
2023-06-19 14:44:00,235,TV,1.4,30.7,Spring,5
2023-07-22 07:14:00,500,Oven,0.92,17.1,Summer,3
2023-07-19 07:10:00,334,Air Conditioning,4.1,22.9,Summer,1
2023-03-07 15:31:00,70,Lights,1.12,24.2,Winter,4
2023-05-24 17:05:00,307,Heater,4.22,8.3,Spring,3
2023-12-10 13:31:00,117,Fridge,0.41,38.1,Fall,2
2023-08-01 08:29:00,289,Oven,0.73,20.2,Summer,3
2023-06-04 12:00:00,12,Lights,0.66,22.5,Spring,5
2023-01-02 14:40:00,141,Microwave,1.48,20.6,Winter,3
2023-01-05 05:38:00,56,Heater,2.87,33.2,Winter,5
2023-10-06 09:03:00,49,Washing Machine,0.99,-9.4,Fall,5
2023-03-20 00:31:00,424,Microwave,1.82,-0.5,Winter,2
2023-12-08 04:37:00,248,TV,1.53,17.0,Fall,5
2023-07-07 13:35:00,98,Fridge,0.32,17.4,Summer,1
2023-05-17 14:17:00,159,TV,0.7,14.4,Spring,1
2023-05-05 04:20:00,259,TV,0.57,3.9,Spring,5
2023-04-29 01:40:00,366,Washing Machine,0.28,39.4,Spring,1
2023-10-08 16:06:00,471,Computer,1.32,-0.3,Fall,2
2023-07-03 05:44:00,31,Fridge,0.16,-6.7,Summer,3
2023-12-09 00:41:00,94,Computer,1.25,-7.1,Fall,3
2023-11-21 22:06:00,122,Lights,1.42,1.5,Fall,2
2023-06-06 13:28:00,345,Computer,1.19,29.5,Spring,3
2023-06-09 17:29:00,376,Air Conditioning,3.33,35.2,Spring,4
2023-01-22 06:57:00,380,TV,1.74,29.3,Winter,5
2023-10-09 19:14:00,450,Heater,3.22,36.9,Fall,2
2023-08-18 17:05:00,389,Dishwasher,0.27,-3.6,Summer,2
2023-09-28 10:29:00,493,Washing Machine,0.39,9.4,Summer,1
2023-01-22 15:08:00,98,Dishwasher,1.9,14.3,Winter,1
2023-03-08 02:53:00,433,Heater,4.55,31.1,Winter,2
2023-05-28 13:10:00,221,Heater,4.44,26.8,Spring,5
2023-05-20 01:25:00,28,Dishwasher,0.79,-8.4,Spring,3
2023-04-30 03:37:00,7,Washing Machine,1.55,15.8,Spring,2
2023-10-19 20:42:00,144,Oven,0.39,-6.9,Fall,2
2023-12-17 16:42:00,429,Oven,1.61,28.8,Fall,5
2023-11-03 10:45:00,342,TV,1.91,22.3,Fall,1
2023-05-10 18:46:00,164,TV,0.72,1.4,Spring,4
2023-08-28 21:06:00,223,Computer,1.23,24.9,Summer,3
2023-03-24 04:38:00,481,Oven,0.93,32.9,Winter,2
2023-04-11 06:27:00,362,Dishwasher,0.9,19.8,Spring,2
2023-08-01 08:23:00,289,Air Conditioning,2.15,35.7,Summer,4
2023-12-05 13:29:00,183,Microwave,1.49,-4.7,Fall,3
2023-08-02 17:59:00,318,TV,0.32,25.9,Summer,1
2023-03-31 00:40:00,224,Lights,1.18,23.7,Winter,3
2023-03-23 04:42:00,394,Lights,1.78,29.5,Winter,2
2023-02-27 12:12:00,406,Fridge,0.34,20.0,Winter,1
2023-01-08 17:45:00,129,Fridge,0.48,18.1,Winter,2
2023-04-01 19:41:00,39,Oven,1.02,1.3,Spring,2
2023-03-24 07:22:00,426,Washing Machine,0.89,-3.0,Winter,1
2023-02-14 19:49:00,291,Lights,1.67,6.6,Winter,2
2023-05-21 05:25:00,124,Fridge,0.11,-2.9,Spring,1
2023-06-13 04:22:00,131,Lights,1.67,22.8,Spring,1
2023-11-03 02:29:00,347,Microwave,0.54,-5.0,Fall,4
2023-09-28 15:39:00,484,Heater,3.29,36.3,Summer,4
2023-06-04 08:55:00,214,Dishwasher,1.03,24.6,Spring,5
2023-08-06 12:11:00,446,Lights,0.8,31.1,Summer,1
2023-01-02 06:25:00,448,Oven,1.0,0.1,Winter,3
2023-11-02 05:10:00,25,Heater,3.89,3.0,Fall,4
2023-03-23 13:13:00,14,Microwave,0.8,15.2,Winter,5
2023-08-25 10:09:00,306,Lights,0.38,23.8,Summer,5
2023-07-30 04:47:00,290,Fridge,0.1,-0.4,Summer,2
2023-08-09 03:36:00,134,Washing Machine,1.79,18.0,Summer,4
2023-10-30 17:28:00,477,Air Conditioning,2.15,0.7,Fall,1
2023-04-29 23:09:00,325,Lights,0.39,19.1,Spring,4
2023-04-23 02:50:00,70,TV,0.75,20.3,Spring,3
2023-05-28 01:34:00,39,Oven,0.73,10.8,Spring,1
2023-11-22 08:58:00,431,Computer,0.61,34.9,Fall,1
2023-08-30 15:09:00,101,Computer,0.61,23.8,Summer,5
2023-05-17 12:18:00,262,Washing Machine,0.52,38.4,Spring,2
2023-10-24 00:21:00,167,Air Conditioning,4.13,16.2,Fall,5
2023-02-19 06:14:00,192,Oven,1.22,30.6,Winter,5
2023-01-25 18:26:00,210,Air Conditioning,3.78,4.0,Winter,1
2023-06-23 18:02:00,139,Lights,0.27,39.1,Spring,1
2023-05-02 14:30:00,41,Air Conditioning,3.79,-8.7,Spring,4
2023-11-10 22:15:00,403,TV,1.39,32.5,Fall,2
2023-12-14 07:51:00,71,Computer,1.37,33.0,Fall,3
2023-08-31 08:36:00,286,Dishwasher,1.27,-2.5,Summer,1
2023-11-17 15:34:00,333,Microwave,1.66,31.6,Fall,1
2023-11-23 03:35:00,369,Computer,1.56,-0.7,Fall,4
2023-07-31 23:25:00,384,Lights,0.42,-2.0,Summer,2
2023-11-12 06:10:00,180,Heater,2.95,17.5,Fall,2
2023-03-19 05:48:00,471,Dishwasher,1.15,12.8,Winter,4
2023-12-24 03:42:00,114,Heater,3.37,36.3,Fall,2
2023-11-04 22:07:00,369,Fridge,0.24,15.0,Fall,2
2023-04-14 18:53:00,306,Computer,1.36,34.5,Spring,2
2023-03-13 16:53:00,301,Microwave,0.4,-0.9,Winter,2
2023-03-02 22:22:00,222,TV,1.12,-2.9,Winter,1
2023-07-23 13:49:00,185,Fridge,0.14,-5.8,Summer,1
2023-03-06 14:44:00,160,Heater,4.29,29.8,Winter,5
2023-06-08 21:01:00,366,Microwave,0.54,1.8,Spring,1
2023-08-08 16:42:00,427,Heater,4.75,1.2,Summer,1
2023-03-18 02:29:00,81,Fridge,0.11,13.4,Winter,3
2023-06-18 09:02:00,495,Fridge,0.28,0.0,Spring,5
2023-04-22 23:37:00,25,Microwave,1.88,4.7,Spring,1
2023-09-25 16:10:00,320,Oven,0.91,15.9,Summer,1
2023-04-04 08:23:00,8,TV,1.57,23.3,Spring,1
2023-06-28 11:06:00,125,Dishwasher,1.28,8.9,Spring,5
2023-02-21 23:42:00,492,Fridge,0.21,20.7,Winter,3
2023-05-07 23:33:00,282,Microwave,0.55,7.4,Spring,2
2023-01-06 02:25:00,466,Heater,4.51,-7.0,Winter,4
2023-05-03 21:52:00,352,Washing Machine,1.02,21.6,Spring,3
2023-03-30 01:25:00,105,Oven,1.41,-8.2,Winter,1
2023-01-09 14:16:00,349,TV,1.73,37.4,Winter,1
2023-03-13 03:53:00,133,TV,1.97,31.5,Winter,2
2023-01-29 04:18:00,432,Computer,0.46,9.1,Winter,4
2023-04-16 00:42:00,118,Fridge,0.25,14.5,Spring,4
2023-03-11 02:11:00,47,Lights,0.75,10.0,Winter,2
2023-01-20 14:25:00,177,TV,1.2,13.6,Winter,3
2023-07-01 10:01:00,269,Computer,0.56,24.3,Summer,1
2023-03-02 19:36:00,279,Washing Machine,0.25,-9.9,Winter,1
2023-03-13 10:58:00,240,Dishwasher,0.87,18.4,Winter,3
2023-02-09 06:22:00,305,Dishwasher,1.75,36.7,Winter,1
2023-04-03 07:32:00,413,Heater,2.66,33.1,Spring,3
2023-08-30 14:24:00,133,Washing Machine,1.23,23.9,Summer,4
2023-06-21 02:56:00,22,TV,0.89,11.2,Spring,5
2023-10-22 17:41:00,94,Oven,1.56,16.2,Fall,1
2023-08-15 03:17:00,492,Dishwasher,0.83,-1.8,Summer,5
2023-08-27 02:39:00,334,Computer,1.32,-8.2,Summer,3
2023-12-25 06:03:00,76,Lights,1.42,39.9,Fall,3
2023-07-31 21:35:00,205,Computer,0.26,8.4,Summer,2
2023-05-10 13:38:00,8,Washing Machine,0.92,15.1,Spring,1
2023-04-25 22:11:00,366,Lights,1.68,22.2,Spring,5
2023-11-26 17:54:00,148,Dishwasher,0.49,22.8,Fall,5
2023-11-23 12:19:00,323,Air Conditioning,2.8,28.2,Fall,5
2023-03-12 06:26:00,71,Microwave,1.56,21.7,Winter,2
2023-11-06 10:50:00,112,TV,1.95,35.5,Fall,1
2023-10-23 16:16:00,321,Dishwasher,1.97,13.0,Fall,4
2023-04-21 15:31:00,171,Heater,2.16,-0.3,Spring,3
2023-10-12 04:17:00,74,Microwave,1.58,6.1,Fall,2
2023-08-06 12:48:00,181,Washing Machine,0.86,3.1,Summer,5
2023-12-15 10:24:00,169,Dishwasher,0.58,32.2,Fall,4
2023-12-23 15:01:00,205,Lights,1.33,23.8,Fall,3
2023-09-25 12:03:00,305,Oven,0.26,39.3,Summer,1
2023-11-13 11:34:00,447,Dishwasher,1.12,-4.5,Fall,2
2023-06-10 22:51:00,54,Washing Machine,0.23,26.2,Spring,4
2023-07-09 03:26:00,210,TV,0.74,-2.8,Summer,5
2023-01-22 09:38:00,243,Washing Machine,1.91,37.7,Winter,5
2023-09-30 09:01:00,490,Computer,1.15,21.8,Summer,2
2023-05-21 22:43:00,488,Dishwasher,0.83,39.3,Spring,5
2023-05-06 10:30:00,189,Air Conditioning,2.11,-7.5,Spring,4
2023-07-29 14:03:00,377,Lights,0.24,39.9,Summer,2
2023-05-05 13:20:00,340,Heater,4.2,4.9,Spring,1
2023-11-09 17:38:00,481,Lights,0.35,15.4,Fall,1
2023-11-05 20:05:00,231,Heater,3.04,-8.1,Fall,2
2023-07-26 15:44:00,199,Microwave,0.85,-0.7,Summer,1
2023-04-09 00:20:00,453,Fridge,0.31,26.9,Spring,2
2023-05-01 09:21:00,124,Washing Machine,0.72,1.2,Spring,2
2023-06-01 22:57:00,65,Lights,1.03,10.5,Spring,4
2023-03-26 13:27:00,86,Computer,1.7,13.3,Winter,2
2023-05-22 22:44:00,192,Computer,1.46,-9.1,Spring,4
2024-01-01 06:02:00,79,Air Conditioning,4.77,21.2,Winter,2
2023-02-18 23:59:00,238,Computer,0.93,3.2,Winter,1
2023-06-26 08:03:00,290,TV,1.91,36.0,Spring,5
2023-03-30 07:45:00,404,Air Conditioning,3.7,17.6,Winter,5
2023-08-11 08:09:00,181,Lights,0.4,-5.6,Summer,1
2023-03-14 19:11:00,195,Washing Machine,1.21,0.9,Winter,3
2023-02-11 04:56:00,437,Washing Machine,1.83,0.6,Winter,5
2023-04-19 07:21:00,195,Air Conditioning,2.28,-1.7,Spring,5
2023-06-24 18:07:00,368,Air Conditioning,3.16,-4.8,Spring,2
2023-08-20 16:18:00,422,Lights,1.11,15.2,Summer,5
2023-05-01 18:12:00,444,Heater,2.79,10.7,Spring,2
2023-07-15 04:17:00,95,Lights,0.22,1.3,Summer,4
2023-05-12 16:11:00,467,Lights,0.78,37.6,Spring,3
2023-05-11 09:00:00,307,Lights,0.69,36.6,Spring,3
2023-10-06 09:45:00,246,Dishwasher,1.9,-1.4,Fall,1
2023-03-08 11:31:00,392,Fridge,0.14,32.9,Winter,3
2023-04-15 07:10:00,207,Oven,1.61,14.7,Spring,2
2023-11-03 05:29:00,381,Dishwasher,0.94,39.4,Fall,2
2023-09-25 00:03:00,9,Fridge,0.12,17.8,Summer,1
2023-07-16 22:19:00,494,Air Conditioning,4.68,-2.5,Summer,3
2023-01-19 17:08:00,432,TV,0.64,-5.8,Winter,4
2023-03-30 01:36:00,335,TV,1.7,34.3,Winter,1
2023-09-20 16:40:00,402,Washing Machine,0.72,35.3,Summer,4
2023-04-07 20:47:00,483,TV,0.91,23.9,Spring,1
2023-09-10 03:49:00,403,Oven,1.77,-3.7,Summer,5
